This Talk2U-CSEF-hate-speech-pilot-dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Content from the Talk2U-CSEF-hate-speech-pilot-dataset is made available under the CC BY-NC. Attibutions to Talk2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61446425,2023-04-14 14:20:13,2023-04-17 15:56:19,,a,Gordofobia - Victim,,,2023-04-14T14:26:49.857676-03:00,2,0,Feminino,HTP_7,Never Experienced,1,as,,2,Yes,2023-04-14T14:20:13.878606-03:00,Yes,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,Never had contact,,e87fb89e-9929-4659-bc7d-36debe3b8f71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,2023-04-14T15:03:58.233312-03:00,10,10,,8,2023-04-14T14:44:54.739862-03:00,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-04-2023 14:46,"""""",,,,,,,,,,,,,Yes,,,,14,04,2023,1,,Fernanda,,Ex Talk2U - Recruitment,,,,,,,,,,,
61092729,2023-04-10 21:04:31,2023-04-27 17:40:50,,a,,,,,,,,Research Wave 1,Victim - React,0,as,E,7,Yes,2023-04-10T21:04:32.027503-03:00,Yes,Definitivamente,Não sei dizer,Provavelmente,Definitivamente não,,5,,PE,,,,,,,4,2,7,,6,7,23,Female,,Pardo,Provavelmente,Provavelmente,Provavelmente,Definitivamente não,2023-04-10T21:10:36.726633-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61058690,2023-04-10 14:51:19,2023-04-24 18:27:26,,o,,,,,,,,Research Wave 1,Observer - React,0,os,,4,Yes,2023-04-10T14:51:19.852301-03:00,Yes,Definitivamente,Definitivamente não,Definitivamente,Definitivamente não,,9,5,PB,,,,,,,4,1,5,,9,10,18,Male,,Pardo,Definitivamente não,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T14:58:09.354921-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,10,Definitivamente,Provavelmente não,Definitivamente não,Definitivamente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61350202,2023-04-11 9:45:10,2023-04-27 17:40:17,,a,,,,,2,,,End of experience,Never Experienced,2,as,,2,Yes,2023-04-11T09:45:11.534549-03:00,Yes,Definitivamente,Definitivamente não,Provavelmente,Definitivamente não,,5,,RN,,,,,,,4,4,8,,8,7,22,Female,,Pardo,Provavelmente,Definitivamente não,Definitivamente,Definitivamente não,2023-04-11T09:49:41.410606-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,7,4311,2023-04-14T10:00:18.918659-03:00,6,10,,,4,2023-04-11T10:08:28.781797-03:00,4,,,,,,7,14,2023-04-11T10:07:36.073650-03:00,10,10,,8,2023-04-11T09:53:07.561827-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-04-2023 10:33,,,,,,,,,,,,,,,,,,11,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61096010,2023-04-11 0:46:01,2023-04-27 17:40:22,,a,,,,,2,,,Research Wave 1,Victim - React,0,as,,6,Yes,2023-04-11T00:46:02.045643-03:00,Yes,Definitivamente,Provavelmente não,Definitivamente,Provavelmente não,,5,,BA,,,,,,,4,5,5,,,,22,Female,,Pardo,Não,Definitivamente não,Definitivamente,Definitivamente não,2023-04-11T00:51:51.589763-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,3,,,,,,,5,6,2023-04-11T00:56:00.496597-03:00,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-11T00:54:49.339726-03:00,,,11-04-2023 00:59,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61092877,2023-04-10 21:10:02,2023-04-24 20:53:44,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-10T21:10:03.074032-03:00,Yes,Provavelmente,Não sei dizer,Definitivamente,Definitivamente não,,2,0,RS,,,,,,,4,3,6,,3,3,19,Female,,Branco,não,Definitivamente não,Definitivamente,Provavelmente não,2023-04-10T21:26:23.877762-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,2,Definitivamente,Provavelmente,Provavelmente não,Definitivamente não,Provavelmente,Definitivamente,Definitivamente não,Definitivamente não
61096083,2023-04-11 1:01:58,2023-04-11 22:05:16,,o,LGBT 2 - Observer,,,2023-04-11T01:04:25.324389-03:00,1,0,Masculino,Host choice,Observer - React,0,os,,4,Yes,2023-04-11T01:01:58.738685-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Observer,Don't react,842d5e16-01a7-4e33-99b6-95df9a71845e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-04-2023 22:04,"""""",,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,,,,,,,,,,,
61358529,2023-04-11 14:11:41,2023-04-24 19:42:04,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-11T14:11:43.259582-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,3,8,SP,,,,,,,4,2,4,,8,7,20,Female,,Indígena,não,Provavelmente,Definitivamente,Provavelmente não,2023-04-11T14:17:18.230004-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W2 - Research,8,Definitivamente,Provavelmente não,Provavelmente não,Provavelmente não,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61351067,2023-04-11 10:15:05,2023-04-24 20:13:24,,o,,,,,,,,Research Wave 1,Observer - Don't React,0,os,,2,Yes,2023-04-11T10:15:05.555548-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Definitivamente não,,7,8,Es,,,,,,,4,5,8,,8,8,20,Male,,Pardo,não,Provavelmente,Definitivamente,Provavelmente não,2023-04-11T10:24:26.207758-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,9,Provavelmente,Provavelmente não,Não sei dizer,Definitivamente,Definitivamente,Definitivamente,Provavelmente não,Definitivamente não
61094826,2023-04-10 22:47:01,2023-04-24 16:42:50,,a,,,,,2,,,Research Wave 1,Observer - Don't React,1,as,G,2,Yes,2023-04-10T22:47:02.256135-03:00,Yes,Provavelmente não,Provavelmente,Definitivamente,Definitivamente não,,2,,SP,,,,,,,3,1,5,,,,24,Female,,Pardo,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,2023-04-10T22:55:42.544954-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,10,,,10,2023-04-13T06:57:19.063395-03:00,,,1,,,,,,,,,,,,,,,,,,,,,7,12,2023-04-10T23:11:35.773789-03:00,10,10,,,9,2023-04-10T22:59:35.212607-03:00,5,,,,,,,,,,,13-04-2023 06:58,,,,,,,,,,,,,,,Trabalho demais,,,10,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093608,2023-04-10 21:42:18,2023-04-27 17:40:14,,a,,,,,1,,,Research Wave 1,Observer - React,1,as,,4,Yes,2023-04-10T21:42:18.812819-03:00,Yes,Definitivamente,Provavelmente não,Definitivamente,Definitivamente não,,9,,PA,,,,,,,4,5,8,,,,18,Female,,Pardo,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T21:48:45.114976-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,3,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2023-04-10T22:06:09.821969-03:00,10,,,2023-04-10T21:52:15.562600-03:00,5,,10-04-2023 21:53,,,,,,,,,,,,,,,,,,10,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093825,2023-04-10 21:52:51,2023-04-27 17:40:13,,a,,,,,2,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-10T21:52:51.810980-03:00,Yes,Definitivamente,Definitivamente,Definitivamente,Definitivamente não,,5,,SP,,,,,,,4,5,7,,,,22,Female,,Branco,Não,Definitivamente,Definitivamente,Provavelmente não,2023-04-10T21:57:22.682030-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 21:59,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093289,2023-04-10 21:28:34,2023-04-10 21:31:36,,a,,,,2023-04-10T21:30:20.328195-03:00,,0,Feminino,Chat Story Start,,0,as,,,Yes,2023-04-10T21:28:34.375499-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,e2c9a916-ba82-4c3b-bb2e-d0c52f7da544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
60649986,2023-04-03 20:28:33,2023-04-13 20:53:22,,a,,,,,,,,Research Wave 1,Observer - Don't React,0,as,,2,Yes,2023-04-03T20:28:34.234306-03:00,Yes,Provavelmente,Não sei dizer,Definitivamente,Provavelmente não,,6,5,SP,,,,,,,4,5,6,,7,6,19,Female,,Pardo,não,Definitivamente,Definitivamente,Definitivamente não,2023-04-03T20:35:50.740356-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friends&Family,,W2 - Research,6,Definitivamente,Provavelmente não,Provavelmente não,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,Provavelmente não
61095636,2023-04-10 23:54:23,2023-04-14 14:23:43,,o,Gordofobia - Observer,,,2023-04-11T00:01:44.773331-03:00,1,0,Masculino,7,Observer - Don't React,1,os,g,2,Yes,2023-04-10T23:54:24.223393-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Observer,Don't react,8546e806-4d8b-4eb2-a1ef-83cf674f9bcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,87,2023-04-11T14:07:26.520243-03:00,7,8,,,2,2023-04-11T12:40:06.855011-03:00,4,,,,,,,,,,,11-04-2023 12:44,,,,,,,,,,,,,,,"Estou um pouco sem tempo, mas assim que possível eu volto",,,11,04,2023,1,,Jonas,,UNICEF - recruitment,,,,,,,,,,,
61405383,2023-04-12 22:09:49,2023-04-27 17:40:20,,a,,,,,2,,,End of experience,Never Experienced,2,as,,2,Yes,2023-04-12T22:09:49.443490-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Provavelmente não,,5,,RS,,,,,,,4,5,8,,7,9,22,Female,,Branco,Definitivamente,Definitivamente,Definitivamente,Não sei dizer,2023-04-12T22:19:07.592087-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,7,5958,2023-04-18T10:46:30.303921-03:00,7,8,,,8,2023-04-14T07:28:12.133907-03:00,5,,,,,,7,18,2023-04-13T11:34:29.416536-03:00,10,10,,9,2023-04-13T11:15:59.755303-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-04-2023 13:00,,,,,,,,,,,,,,,,,,13,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61092711,2023-04-10 21:03:43,2023-04-27 17:40:10,,a,,,,,2,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-10T21:03:44.234257-03:00,Yes,Provavelmente,Definitivamente não,Definitivamente,Definitivamente não,,4,,SP,,,,,,,5,3,6,,,,25,Female,,Preto,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T21:08:05.900609-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,1_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-12T12:28:01.184565-03:00,,,10-04-2023 21:09,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61096665,2023-04-11 5:54:36,2023-04-24 17:10:41,,a,,,,,2,,,Research Wave 1,Observer - React,1,as,,4,Yes,2023-04-11T05:54:37.232450-03:00,Yes,Definitivamente,Provavelmente não,Definitivamente,Provavelmente não,,7,6,PE,,,,,,,4,4,8,,,7,20,Female,,Pardo,Provavelmente,Provavelmente,Definitivamente,Provavelmente não,2023-04-11T09:28:05.529969-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,3,,,,,,,5,6,2023-04-12T12:30:12.006251-03:00,,,,,,,,,,,,,,7,9,,,,,,,,,,,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2023-04-11T09:55:17.902967-03:00,10,,,2023-04-11T09:35:41.757394-03:00,4,,12-04-2023 12:49,,,,,,,,,,,,,,,,,,11,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,5,,,,,,,,
61059656,2023-04-10 15:22:41,2023-04-27 17:40:17,,a,,,,,2,,,Research Wave 1,Victim - React,3,as,,6,Yes,2023-04-10T15:22:41.341339-03:00,Yes,Provavelmente,Definitivamente não,Definitivamente não,Não sei dizer,,8,,SP,,,,,,,4,3,9,,,,24,Female,,Branco,Definitivamente não,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T15:31:59.871097-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,5,14,2023-04-10T15:52:20.009485-03:00,8,10,,,0,7,2023-04-10T15:38:07.165032-03:00,5,,,,,,,,,,,,,2,8,,,7,24,2023-04-12T10:15:52.895675-03:00,10,10,,8,2023-04-12T09:51:29.426736-03:00,5,,3,,,,,,,,,,,,,,,,,,,,8,7,48,2023-04-12T09:48:23.847506-03:00,6,6,C,"Porque se você não coibi medidas assim, ela se perpetua",4,2023-04-12T08:59:46.980977-03:00,2,"“você tem uma nova possibilidade de responder, de forma estratégica e protetiva, ao discurso de ódio na internet” qual seria? Seria o silêncio?",,,,,,,2023-04-10T15:36:03.496918-03:00,,,12-04-2023 10:00,,,,,,,,,,,,,,,,,,12,04,2023,2,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
60689282,2023-04-04 16:35:28,2023-04-15 22:58:46,,a,LGBT 1 - Victim,,,2023-04-04T16:37:10.053782-03:00,2,0,Feminino,TAP_1_start,Observer - React,0,as,,4,Yes,2023-04-04T16:35:28.631081-03:00,Yes,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,Observer,Don't react,62b916a2-1d97-43ab-b3ab-5fd88b7fcc7e,,,,,,,,,,,,,,,,,,,,,,,,,,1_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-12T22:58:01.520578-03:00,,,04-04-2023 16:54,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,Viração educomunicação - recruitment,,,,,,,,,,,
61092747,2023-04-10 21:04:57,2023-04-27 17:40:21,,a,,,,,2,,,Research Wave 1,Victim - React,0,as,,7,Yes,2023-04-10T21:04:57.591672-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,7,,Rj,,,,,,,5,5,7,,,,23,Female,,Preto,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T21:09:55.887576-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-10T21:12:45.090523-03:00,,,10-04-2023 21:13,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61093242,2023-04-10 21:26:19,2023-04-27 17:40:18,,o,,,,,1,,,AP_1_start,Victim - Don't React,0,os,,5,Yes,2023-04-10T21:26:20.119289-03:00,Yes,Provavelmente não,Provavelmente,Definitivamente,Definitivamente não,,7,,AM,,,,,,,5,4,6,,7,7,23,Male,,Pardo,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T21:50:57.626486-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,1_start,,,,,,,,2023-04-13T21:28:50.224635-03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 21:54,,,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61353792,2023-04-11 11:40:40,2023-04-11 11:42:38,,,,,,,,,,Pilot Research - Demographic Data,,,,,,Yes,2023-04-11T11:40:40.746957-03:00,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f93652f-7a56-4767-aaf3-b567fb4c3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
60348314,2023-03-24 20:35:14,2023-04-27 17:40:21,,a,,,,,2,,,Research Wave 1,Victim - Don't React,1,as,,5,Yes,2023-03-24T20:35:15.264078-03:00,Yes,Definitivamente,Provavelmente,Definitivamente,Definitivamente não,,6,,RS,,,,,,,4,3,7,,7,7,25,Female,,Preto,Provavelmente,Provavelmente,Definitivamente,Provavelmente não,2023-03-24T21:04:35.625709-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,7,14,2023-03-24T21:24:07.830507-03:00,7,10,,,7,2023-03-24T21:09:55.287513-03:00,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-03-2023 21:18,,,,,,,,,,,,,,,,,,24,03,2023,1,,Fernanda,,Friends&Family,,W2 - Research,,,,,,,,,
61092715,2023-04-10 21:04:02,2023-04-24 19:30:31,,a,,,,,,,,Research Wave 1,Never Experienced,0,as,,2,Yes,2023-04-10T21:04:02.481296-03:00,Yes,Provavelmente,Não sei dizer,Provavelmente,Definitivamente não,,8,7,SC,,,,,,,4,5,9,,9,9,18,Female,,Branco,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T21:15:13.165858-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,8,Provavelmente,Provavelmente,,,,,,
61098291,2023-04-11 8:49:33,2023-04-11 9:12:31,,a,LGBT 1 - Victim,,,2023-04-11T08:53:06.264592-03:00,,0,Feminino,CS - LGBT 1 - Victim - 2,,0,as,,,Yes,2023-04-11T08:49:33.665461-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,c8926b01-28be-4c0e-b089-41aecaa5f5df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-04-2023 09:11,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61097313,2023-04-11 7:46:35,2023-04-27 17:42:32,,a,,,,,2,,,Research Wave 1,Observer - Don't React,2,as,,2,Yes,2023-04-11T07:46:35.401029-03:00,Yes,Provavelmente não,Definitivamente não,Definitivamente,Definitivamente não,,5,,ES,,,,,,,4,5,6,,6,6,18,Female,,Branco,Provavelmente,Provavelmente não,Não sei dizer,Definitivamente não,2023-04-11T07:51:20.275594-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,2023-04-11T15:57:14.665042-03:00,10,10,,4,2023-04-11T15:48:06.915465-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,7,7,2023-04-11T08:01:49.770945-03:00,10,10,,,6,2023-04-11T07:54:27.202440-03:00,5,,,,,,,,,,,11-04-2023 15:48,,,,,,,,,,,,,,,,,,11,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,6,Provavelmente não,Definitivamente,Provavelmente não,Provavelmente não,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61095396,2023-04-10 23:30:53,2023-04-27 17:44:24,,a,,,,,2,,,End of experience,Observer - Don't React,2,as,,2,Yes,2023-04-10T23:30:53.730598-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Não sei dizer,,5,,Sp,,,,,,,4,5,8,,7,8,23,Female,,Pardo,não,Definitivamente,Provavelmente,Provavelmente,2023-04-10T23:36:45.565598-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,7,10649,2023-04-18T21:10:49.051510-03:00,9,9,,,5,2023-04-11T11:41:08.147416-03:00,4,,,,,,,,,,,11-04-2023 11:44,,,,,,,,,,,,,,,,,,12,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,7,,,,,,,,
60526421,2023-03-31 15:54:41,2023-04-10 18:21:34,,a,,,,,2,,,Research Wave 1,Never Experienced,0,as,g,2,Yes,2023-03-31T15:54:41.316248-03:00,Yes,Provavelmente não,Provavelmente não,Definitivamente,Definitivamente não,,8,,SP,,,,,,,4,5,8,,10,10,22,Female,,Branco,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,2023-03-31T15:59:58.854556-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-03-2023 16:01,,,,,,,,,,,,,,,Não tenho tempo pra ter essa experiencia agora,,,,,,,,Fernanda,,Friends&Family,Falta de tempo,W2 - Research,,,,,,,,,
61423150,2023-04-13 14:36:43,2023-04-15 16:02:43,,o,LGBT 1 - Observer,,,2023-04-13T14:46:44.514695-03:00,1,0,Masculino,End of experience,Observer - React,3,os,,3,Yes,2023-04-13T14:36:43.875676-03:00,Yes,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,Observer,Don't react,e87fb89e-9929-4659-bc7d-36debe3b8f71,,,5,13,2023-04-13T15:25:52.628514-03:00,8,9,,,7,8,2023-04-13T15:12:15.906781-03:00,4,,,,,,,,,,,,,2,8,,,7,12,2023-04-15T16:01:34.372804-03:00,10,10,,6,2023-04-15T15:48:38.040267-03:00,5,,0,,,,,,,,,,,,,,,,,,,,9,7,12,2023-04-14T16:15:43.507639-03:00,2,10,,,0,2023-04-14T16:03:12.593375-03:00,5,,,,,,,,2023-04-13T15:10:11.131161-03:00,,,15-04-2023 15:50,,,,,,,,,,,,,,,,,,14,04,2023,1,,Jonas,,Social media recruitment,,,,,,,,,,,
61093018,2023-04-10 21:15:16,2023-04-27 17:40:06,,a,,,,,2,,,Research Wave 1,Victim - React,5,as,,5,Yes,2023-04-10T21:15:17.224266-03:00,Yes,Provavelmente,Provavelmente,Provavelmente,Definitivamente não,,9,,TO,,,,,,,4,5,9,,,,20,Female,,Branco,Definitivamente,Definitivamente,Definitivamente,Provavelmente não,2023-04-10T21:34:33.803540-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,8_final,7,5,21,2023-04-10T22:15:12.718361-03:00,8,6,c,Mal,5,7,2023-04-10T21:53:39.046659-03:00,4,,7,52,2023-04-10T23:11:41.574209-03:00,7,10,,,7,2023-04-10T22:19:02.765088-03:00,5,,7,6,2023-04-10T23:28:16.868220-03:00,,2,,,,,,9,2023-04-10T22:17:18.324019-03:00,,,0,5,,,,8,9,9,,8,9,7,10,2023-04-10T23:22:10.796083-03:00,9,,,2023-04-10T23:12:02.857880-03:00,5,,8,2s,,,,,,,9,2023-04-10T22:15:36.063225-03:00,,,2023-04-10T23:22:35.817421-03:00,14,2023-04-10T21:52:46.424760-03:00,7,c,Pessoas fazem o mal,2023-04-10T21:38:28.334181-03:00,4,,10-04-2023 23:23,,,,,,,,,,,,,,,,,,10,04,2023,4,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
